fiscal_year,measure,category,amount_thousands,population,cpi_ny_metro,deflator_to_fy2025
2025,capital,public_safety,1281529,8584629,340.4688,1.0
2025,capital,social_services,199545,8584629,340.4688,1.0
2025,capital,transportation,2044516,8584629,340.4688,1.0
2025,capital,capital_aid_revenue,788771,8584629,340.4688,1.0
2025,revenue,business_taxes,14119409,8584629,340.4688,1.0
2025,revenue,charges_for_services,3501088,8584629,340.4688,1.0
2025,revenue,disallowances,-6534,8584629,340.4688,1.0
2025,revenue,federal_aid,9082951,8584629,340.4688,1.0
2025,revenue,fines_forfeitures,1424628,8584629,340.4688,1.0
2025,revenue,investment_income,640780,8584629,340.4688,1.0
2025,revenue,licenses_permits,736942,8584629,340.4688,1.0
2025,revenue,other_financing,451488,8584629,340.4688,1.0
2025,revenue,other_grants,796351,8584629,340.4688,1.0
2025,revenue,other_revenues,641850,8584629,340.4688,1.0
2025,revenue,other_taxes,3897773,8584629,340.4688,1.0
2025,revenue,personal_income_tax,16102462,8584629,340.4688,1.0
2025,revenue,property_tax,34756900,8584629,340.4688,1.0
2025,revenue,sales_tax,11264198,8584629,340.4688,1.0
2025,revenue,state_aid,20022019,8584629,340.4688,1.0
2025,revenue,tax_penalties,174718,8584629,340.4688,1.0
2025,revenue,tobacco_settlement,0,8584629,340.4688,1.0
2025,revenue,unrestricted_aid,52693,8584629,340.4688,1.0
2025,borrowing,bond_premium,1562536,8584629,340.4688,1.0
2025,borrowing,bonds_issued,15518392,8584629,340.4688,1.0
2025,borrowing,refunding_debt,0,8584629,340.4688,1.0
