fiscal_year,measure,category,amount_thousands,population,cpi_ny_metro,deflator_to_fy2025
2000,operating,city_university,383851,8017608,179.6167,1.89553
2000,operating,education,10674457,8017608,179.6167,1.89553
2000,operating,environmental,1398196,8017608,179.6167,1.89553
2000,operating,fringe_benefits,2065166,8017608,179.6167,1.89553
2000,operating,general_government,1043124,8017608,179.6167,1.89553
2000,operating,health,1777299,8017608,179.6167,1.89553
2000,operating,housing,428644,8017608,179.6167,1.89553
2000,operating,judgments,490669,8017608,179.6167,1.89553
2000,operating,lease_payments,0,8017608,179.6167,1.89553
2000,operating,libraries,232522,8017608,179.6167,1.89553
2000,operating,other_misc,-48848,8017608,179.6167,1.89553
2000,operating,parks,288517,8017608,179.6167,1.89553
2000,operating,pensions,615085,8017608,179.6167,1.89553
2000,operating,public_safety,5648618,8017608,179.6167,1.89553
2000,operating,social_services,8329814,8017608,179.6167,1.89553
2000,operating,transportation,763337,8017608,179.6167,1.89553
2000,operating,debt_service,3789435,8017608,179.6167,1.89553
2000,capital,education,1310043,8017608,179.6167,1.89553
2000,capital,environmental,914984,8017608,179.6167,1.89553
2000,capital,general_government,368199,8017608,179.6167,1.89553
2000,capital,health,75558,8017608,179.6167,1.89553
2000,capital,housing,289845,8017608,179.6167,1.89553
2000,capital,libraries,20947,8017608,179.6167,1.89553
2000,capital,other_capital,138351,8017608,179.6167,1.89553
2000,capital,parks,262070,8017608,179.6167,1.89553
2000,capital,public_safety,522927,8017608,179.6167,1.89553
2000,capital,social_services,0,8017608,179.6167,1.89553
2000,capital,transportation,906559,8017608,179.6167,1.89553
2000,capital,capital_aid_revenue,312537,8017608,179.6167,1.89553
2000,revenue,business_taxes,3589022,8017608,179.6167,1.89553
2000,revenue,charges_for_services,1400506,8017608,179.6167,1.89553
2000,revenue,disallowances,-5000,8017608,179.6167,1.89553
2000,revenue,federal_aid,4417224,8017608,179.6167,1.89553
2000,revenue,fines_forfeitures,468467,8017608,179.6167,1.89553
2000,revenue,investment_income,194753,8017608,179.6167,1.89553
2000,revenue,licenses_permits,328926,8017608,179.6167,1.89553
2000,revenue,other_financing,0,8017608,179.6167,1.89553
2000,revenue,other_grants,431426,8017608,179.6167,1.89553
2000,revenue,other_revenues,448975,8017608,179.6167,1.89553
2000,revenue,other_taxes,1261322,8017608,179.6167,1.89553
2000,revenue,personal_income_tax,5364597,8017608,179.6167,1.89553
2000,revenue,property_tax,7849962,8017608,179.6167,1.89553
2000,revenue,sales_tax,4159944,8017608,179.6167,1.89553
2000,revenue,state_aid,7061723,8017608,179.6167,1.89553
2000,revenue,tax_penalties,34135,8017608,179.6167,1.89553
2000,revenue,tobacco_settlement,247364,8017608,179.6167,1.89553
2000,revenue,unrestricted_aid,631225,8017608,179.6167,1.89553
2000,borrowing,bond_premium,0,8017608,179.6167,1.89553
2000,borrowing,bonds_issued,3125230,8017608,179.6167,1.89553
2000,borrowing,refunding_debt,65828,8017608,179.6167,1.89553
2001,operating,city_university,392936,8059813,185.2083,1.838302
2001,operating,education,11545119,8059813,185.2083,1.838302
2001,operating,environmental,1528271,8059813,185.2083,1.838302
2001,operating,fringe_benefits,2200117,8059813,185.2083,1.838302
2001,operating,general_government,1078423,8059813,185.2083,1.838302
2001,operating,health,1959084,8059813,185.2083,1.838302
2001,operating,housing,477637,8059813,185.2083,1.838302
2001,operating,judgments,594846,8059813,185.2083,1.838302
2001,operating,lease_payments,0,8059813,185.2083,1.838302
2001,operating,libraries,382775,8059813,185.2083,1.838302
2001,operating,other_misc,301698,8059813,185.2083,1.838302
2001,operating,parks,317150,8059813,185.2083,1.838302
2001,operating,pensions,1127129,8059813,185.2083,1.838302
2001,operating,public_safety,5874881,8059813,185.2083,1.838302
2001,operating,social_services,8716971,8059813,185.2083,1.838302
2001,operating,transportation,749682,8059813,185.2083,1.838302
2001,operating,debt_service,2980258,8059813,185.2083,1.838302
2001,capital,education,1716652,8059813,185.2083,1.838302
2001,capital,environmental,1008236,8059813,185.2083,1.838302
2001,capital,general_government,583998,8059813,185.2083,1.838302
2001,capital,health,60426,8059813,185.2083,1.838302
2001,capital,housing,413896,8059813,185.2083,1.838302
2001,capital,libraries,16839,8059813,185.2083,1.838302
2001,capital,other_capital,161991,8059813,185.2083,1.838302
2001,capital,parks,255908,8059813,185.2083,1.838302
2001,capital,public_safety,236331,8059813,185.2083,1.838302
2001,capital,social_services,0,8059813,185.2083,1.838302
2001,capital,transportation,855677,8059813,185.2083,1.838302
2001,capital,capital_aid_revenue,355358,8059813,185.2083,1.838302
2001,revenue,business_taxes,3685224,8059813,185.2083,1.838302
2001,revenue,charges_for_services,1460892,8059813,185.2083,1.838302
2001,revenue,disallowances,-45600,8059813,185.2083,1.838302
2001,revenue,federal_aid,4549764,8059813,185.2083,1.838302
2001,revenue,fines_forfeitures,494704,8059813,185.2083,1.838302
2001,revenue,investment_income,245353,8059813,185.2083,1.838302
2001,revenue,licenses_permits,338241,8059813,185.2083,1.838302
2001,revenue,other_financing,0,8059813,185.2083,1.838302
2001,revenue,other_grants,491753,8059813,185.2083,1.838302
2001,revenue,other_revenues,929745,8059813,185.2083,1.838302
2001,revenue,other_taxes,1330382,8059813,185.2083,1.838302
2001,revenue,personal_income_tax,5757074,8059813,185.2083,1.838302
2001,revenue,property_tax,8245585,8059813,185.2083,1.838302
2001,revenue,sales_tax,4195592,8059813,185.2083,1.838302
2001,revenue,state_aid,7767765,8059813,185.2083,1.838302
2001,revenue,tax_penalties,-3323,8059813,185.2083,1.838302
2001,revenue,tobacco_settlement,154340,8059813,185.2083,1.838302
2001,revenue,unrestricted_aid,634380,8059813,185.2083,1.838302
2001,borrowing,bond_premium,0,8059813,185.2083,1.838302
2001,borrowing,bonds_issued,2844665,8059813,185.2083,1.838302
2001,borrowing,refunding_debt,1147335,8059813,185.2083,1.838302
2002,operating,city_university,417838,8072000,189.25,1.799043
2002,operating,education,11715015,8072000,189.25,1.799043
2002,operating,environmental,1602525,8072000,189.25,1.799043
2002,operating,fringe_benefits,2426144,8072000,189.25,1.799043
2002,operating,general_government,1809624,8072000,189.25,1.799043
2002,operating,health,2131506,8072000,189.25,1.799043
2002,operating,housing,440284,8072000,189.25,1.799043
2002,operating,judgments,521834,8072000,189.25,1.799043
2002,operating,lease_payments,0,8072000,189.25,1.799043
2002,operating,libraries,123808,8072000,189.25,1.799043
2002,operating,other_misc,359640,8072000,189.25,1.799043
2002,operating,parks,305062,8072000,189.25,1.799043
2002,operating,pensions,1391896,8072000,189.25,1.799043
2002,operating,public_safety,6462311,8072000,189.25,1.799043
2002,operating,social_services,9097726,8072000,189.25,1.799043
2002,operating,transportation,678728,8072000,189.25,1.799043
2002,operating,debt_service,1376059,8072000,189.25,1.799043
2002,capital,education,1775891,8072000,189.25,1.799043
2002,capital,environmental,1221955,8072000,189.25,1.799043
2002,capital,general_government,577086,8072000,189.25,1.799043
2002,capital,health,111224,8072000,189.25,1.799043
2002,capital,housing,380384,8072000,189.25,1.799043
2002,capital,libraries,34642,8072000,189.25,1.799043
2002,capital,other_capital,106188,8072000,189.25,1.799043
2002,capital,parks,369539,8072000,189.25,1.799043
2002,capital,public_safety,828461,8072000,189.25,1.799043
2002,capital,social_services,0,8072000,189.25,1.799043
2002,capital,transportation,914732,8072000,189.25,1.799043
2002,capital,capital_aid_revenue,389151,8072000,189.25,1.799043
2002,revenue,business_taxes,3192084,8072000,189.25,1.799043
2002,revenue,charges_for_services,1458394,8072000,189.25,1.799043
2002,revenue,disallowances,0,8072000,189.25,1.799043
2002,revenue,federal_aid,6096740,8072000,189.25,1.799043
2002,revenue,fines_forfeitures,485331,8072000,189.25,1.799043
2002,revenue,investment_income,80559,8072000,189.25,1.799043
2002,revenue,licenses_permits,355699,8072000,189.25,1.799043
2002,revenue,other_financing,457832,8072000,189.25,1.799043
2002,revenue,other_grants,518729,8072000,189.25,1.799043
2002,revenue,other_revenues,786559,8072000,189.25,1.799043
2002,revenue,other_taxes,1203618,8072000,189.25,1.799043
2002,revenue,personal_income_tax,4555059,8072000,189.25,1.799043
2002,revenue,property_tax,8760873,8072000,189.25,1.799043
2002,revenue,sales_tax,3957386,8072000,189.25,1.799043
2002,revenue,state_aid,8030500,8072000,189.25,1.799043
2002,revenue,tax_penalties,48918,8072000,189.25,1.799043
2002,revenue,tobacco_settlement,211159,8072000,189.25,1.799043
2002,revenue,unrestricted_aid,665820,8072000,189.25,1.799043
2002,borrowing,bond_premium,0,8072000,189.25,1.799043
2002,borrowing,bonds_issued,3775552,8072000,189.25,1.799043
2002,borrowing,refunding_debt,1157242,8072000,189.25,1.799043
2003,operating,city_university,443654,8068073,194.75,1.748235
2003,operating,education,12672864,8068073,194.75,1.748235
2003,operating,environmental,1638441,8068073,194.75,1.748235
2003,operating,fringe_benefits,2606861,8068073,194.75,1.748235
2003,operating,general_government,1238442,8068073,194.75,1.748235
2003,operating,health,2241495,8068073,194.75,1.748235
2003,operating,housing,437382,8068073,194.75,1.748235
2003,operating,judgments,626916,8068073,194.75,1.748235
2003,operating,lease_payments,0,8068073,194.75,1.748235
2003,operating,libraries,337639,8068073,194.75,1.748235
2003,operating,other_misc,472971,8068073,194.75,1.748235
2003,operating,parks,293182,8068073,194.75,1.748235
2003,operating,pensions,1630581,8068073,194.75,1.748235
2003,operating,public_safety,6203910,8068073,194.75,1.748235
2003,operating,social_services,9321286,8068073,194.75,1.748235
2003,operating,transportation,1016155,8068073,194.75,1.748235
2003,operating,debt_service,3158450,8068073,194.75,1.748235
2003,capital,education,1328185,8068073,194.75,1.748235
2003,capital,environmental,1415282,8068073,194.75,1.748235
2003,capital,general_government,608431,8068073,194.75,1.748235
2003,capital,health,115049,8068073,194.75,1.748235
2003,capital,housing,300984,8068073,194.75,1.748235
2003,capital,libraries,49217,8068073,194.75,1.748235
2003,capital,other_capital,80609,8068073,194.75,1.748235
2003,capital,parks,360808,8068073,194.75,1.748235
2003,capital,public_safety,290007,8068073,194.75,1.748235
2003,capital,social_services,0,8068073,194.75,1.748235
2003,capital,transportation,1185237,8068073,194.75,1.748235
2003,capital,capital_aid_revenue,387675,8068073,194.75,1.748235
2003,revenue,business_taxes,3137916,8068073,194.75,1.748235
2003,revenue,charges_for_services,1481382,8068073,194.75,1.748235
2003,revenue,disallowances,-47100,8068073,194.75,1.748235
2003,revenue,federal_aid,5617890,8068073,194.75,1.748235
2003,revenue,fines_forfeitures,549177,8068073,194.75,1.748235
2003,revenue,investment_income,43256,8068073,194.75,1.748235
2003,revenue,licenses_permits,357363,8068073,194.75,1.748235
2003,revenue,other_financing,1684047,8068073,194.75,1.748235
2003,revenue,other_grants,927879,8068073,194.75,1.748235
2003,revenue,other_revenues,460726,8068073,194.75,1.748235
2003,revenue,other_taxes,1323010,8068073,194.75,1.748235
2003,revenue,personal_income_tax,4492947,8068073,194.75,1.748235
2003,revenue,property_tax,10062929,8068073,194.75,1.748235
2003,revenue,sales_tax,4321464,8068073,194.75,1.748235
2003,revenue,state_aid,8317388,8068073,194.75,1.748235
2003,revenue,tax_penalties,22132,8068073,194.75,1.748235
2003,revenue,tobacco_settlement,149948,8068073,194.75,1.748235
2003,revenue,unrestricted_aid,1442813,8068073,194.75,1.748235
2003,borrowing,bond_premium,99167,8068073,194.75,1.748235
2003,borrowing,bonds_issued,6449607,8068073,194.75,1.748235
2003,borrowing,refunding_debt,4932380,8068073,194.75,1.748235
2004,operating,city_university,492889,8043366,201.1583,1.692542
2004,operating,education,13061366,8043366,201.1583,1.692542
2004,operating,environmental,1638733,8043366,201.1583,1.692542
2004,operating,fringe_benefits,2755010,8043366,201.1583,1.692542
2004,operating,general_government,1347292,8043366,201.1583,1.692542
2004,operating,health,2418122,8043366,201.1583,1.692542
2004,operating,housing,448656,8043366,201.1583,1.692542
2004,operating,judgments,591001,8043366,201.1583,1.692542
2004,operating,lease_payments,0,8043366,201.1583,1.692542
2004,operating,libraries,241790,8043366,201.1583,1.692542
2004,operating,other_misc,484289,8043366,201.1583,1.692542
2004,operating,parks,316756,8043366,201.1583,1.692542
2004,operating,pensions,2308370,8043366,201.1583,1.692542
2004,operating,public_safety,6125145,8043366,201.1583,1.692542
2004,operating,social_services,9650124,8043366,201.1583,1.692542
2004,operating,transportation,839725,8043366,201.1583,1.692542
2004,operating,debt_service,4573127,8043366,201.1583,1.692542
2004,capital,education,1208046,8043366,201.1583,1.692542
2004,capital,environmental,1803700,8043366,201.1583,1.692542
2004,capital,general_government,607245,8043366,201.1583,1.692542
2004,capital,health,88480,8043366,201.1583,1.692542
2004,capital,housing,359612,8043366,201.1583,1.692542
2004,capital,libraries,43527,8043366,201.1583,1.692542
2004,capital,other_capital,112001,8043366,201.1583,1.692542
2004,capital,parks,328344,8043366,201.1583,1.692542
2004,capital,public_safety,241549,8043366,201.1583,1.692542
2004,capital,social_services,0,8043366,201.1583,1.692542
2004,capital,transportation,962003,8043366,201.1583,1.692542
2004,capital,capital_aid_revenue,429126,8043366,201.1583,1.692542
2004,revenue,business_taxes,3690834,8043366,201.1583,1.692542
2004,revenue,charges_for_services,1602899,8043366,201.1583,1.692542
2004,revenue,disallowances,-27000,8043366,201.1583,1.692542
2004,revenue,federal_aid,5414833,8043366,201.1583,1.692542
2004,revenue,fines_forfeitures,697234,8043366,201.1583,1.692542
2004,revenue,investment_income,30068,8043366,201.1583,1.692542
2004,revenue,licenses_permits,374383,8043366,201.1583,1.692542
2004,revenue,other_financing,0,8043366,201.1583,1.692542
2004,revenue,other_grants,956408,8043366,201.1583,1.692542
2004,revenue,other_revenues,598112,8043366,201.1583,1.692542
2004,revenue,other_taxes,1731223,8043366,201.1583,1.692542
2004,revenue,personal_income_tax,6012580,8043366,201.1583,1.692542
2004,revenue,property_tax,11582328,8043366,201.1583,1.692542
2004,revenue,sales_tax,5081287,8043366,201.1583,1.692542
2004,revenue,state_aid,8454396,8043366,201.1583,1.692542
2004,revenue,tax_penalties,67090,8043366,201.1583,1.692542
2004,revenue,tobacco_settlement,66934,8043366,201.1583,1.692542
2004,revenue,unrestricted_aid,963445,8043366,201.1583,1.692542
2004,borrowing,bond_premium,49902,8043366,201.1583,1.692542
2004,borrowing,bonds_issued,4315307,8043366,201.1583,1.692542
2004,borrowing,refunding_debt,4348174,8043366,201.1583,1.692542
2005,operating,city_university,566613,8013368,208.5333,1.632683
2005,operating,education,13776018,8013368,208.5333,1.632683
2005,operating,environmental,1706594,8013368,208.5333,1.632683
2005,operating,fringe_benefits,2947681,8013368,208.5333,1.632683
2005,operating,general_government,2385327,8013368,208.5333,1.632683
2005,operating,health,2424183,8013368,208.5333,1.632683
2005,operating,housing,511639,8013368,208.5333,1.632683
2005,operating,judgments,590294,8013368,208.5333,1.632683
2005,operating,lease_payments,0,8013368,208.5333,1.632683
2005,operating,libraries,362310,8013368,208.5333,1.632683
2005,operating,other_misc,869351,8013368,208.5333,1.632683
2005,operating,parks,343000,8013368,208.5333,1.632683
2005,operating,pensions,3233826,8013368,208.5333,1.632683
2005,operating,public_safety,6506706,8013368,208.5333,1.632683
2005,operating,social_services,10329111,8013368,208.5333,1.632683
2005,operating,transportation,956526,8013368,208.5333,1.632683
2005,operating,debt_service,5280533,8013368,208.5333,1.632683
2005,capital,education,990410,8013368,208.5333,1.632683
2005,capital,environmental,1838220,8013368,208.5333,1.632683
2005,capital,general_government,719829,8013368,208.5333,1.632683
2005,capital,health,384585,8013368,208.5333,1.632683
2005,capital,housing,343274,8013368,208.5333,1.632683
2005,capital,libraries,61680,8013368,208.5333,1.632683
2005,capital,other_capital,57221,8013368,208.5333,1.632683
2005,capital,parks,317256,8013368,208.5333,1.632683
2005,capital,public_safety,996069,8013368,208.5333,1.632683
2005,capital,social_services,0,8013368,208.5333,1.632683
2005,capital,transportation,946162,8013368,208.5333,1.632683
2005,capital,capital_aid_revenue,344217,8013368,208.5333,1.632683
2005,revenue,business_taxes,4640541,8013368,208.5333,1.632683
2005,revenue,charges_for_services,2479372,8013368,208.5333,1.632683
2005,revenue,disallowances,-87300,8013368,208.5333,1.632683
2005,revenue,federal_aid,6653954,8013368,208.5333,1.632683
2005,revenue,fines_forfeitures,745399,8013368,208.5333,1.632683
2005,revenue,investment_income,148824,8013368,208.5333,1.632683
2005,revenue,licenses_permits,395190,8013368,208.5333,1.632683
2005,revenue,other_financing,631232,8013368,208.5333,1.632683
2005,revenue,other_grants,862376,8013368,208.5333,1.632683
2005,revenue,other_revenues,606278,8013368,208.5333,1.632683
2005,revenue,other_taxes,2043204,8013368,208.5333,1.632683
2005,revenue,personal_income_tax,6656334,8013368,208.5333,1.632683
2005,revenue,property_tax,11615939,8013368,208.5333,1.632683
2005,revenue,sales_tax,5822751,8013368,208.5333,1.632683
2005,revenue,state_aid,8822776,8013368,208.5333,1.632683
2005,revenue,tax_penalties,86868,8013368,208.5333,1.632683
2005,revenue,tobacco_settlement,67579,8013368,208.5333,1.632683
2005,revenue,unrestricted_aid,603500,8013368,208.5333,1.632683
2005,borrowing,bond_premium,381464,8013368,208.5333,1.632683
2005,borrowing,bonds_issued,7017685,8013368,208.5333,1.632683
2005,borrowing,refunding_debt,3934629,8013368,208.5333,1.632683
2006,operating,city_university,550366,7993906,216.95,1.569342
2006,operating,education,14794254,7993906,216.95,1.569342
2006,operating,environmental,1836395,7993906,216.95,1.569342
2006,operating,fringe_benefits,4154015,7993906,216.95,1.569342
2006,operating,general_government,1530075,7993906,216.95,1.569342
2006,operating,health,2757802,7993906,216.95,1.569342
2006,operating,housing,721483,7993906,216.95,1.569342
2006,operating,judgments,516801,7993906,216.95,1.569342
2006,operating,lease_payments,228846,7993906,216.95,1.569342
2006,operating,libraries,261140,7993906,216.95,1.569342
2006,operating,other_misc,105395,7993906,216.95,1.569342
2006,operating,parks,376808,7993906,216.95,1.569342
2006,operating,pensions,3878950,7993906,216.95,1.569342
2006,operating,public_safety,6693911,7993906,216.95,1.569342
2006,operating,social_services,10147669,7993906,216.95,1.569342
2006,operating,transportation,954155,7993906,216.95,1.569342
2006,operating,debt_service,4491010,7993906,216.95,1.569342
2006,capital,education,1795684,7993906,216.95,1.569342
2006,capital,environmental,1935273,7993906,216.95,1.569342
2006,capital,general_government,665096,7993906,216.95,1.569342
2006,capital,health,269673,7993906,216.95,1.569342
2006,capital,housing,459376,7993906,216.95,1.569342
2006,capital,libraries,52317,7993906,216.95,1.569342
2006,capital,other_capital,0,7993906,216.95,1.569342
2006,capital,parks,382845,7993906,216.95,1.569342
2006,capital,public_safety,212111,7993906,216.95,1.569342
2006,capital,social_services,39308,7993906,216.95,1.569342
2006,capital,transportation,782904,7993906,216.95,1.569342
2006,capital,capital_aid_revenue,438021,7993906,216.95,1.569342
2006,revenue,business_taxes,5531620,7993906,216.95,1.569342
2006,revenue,charges_for_services,1836959,7993906,216.95,1.569342
2006,revenue,disallowances,-542000,7993906,216.95,1.569342
2006,revenue,federal_aid,5243420,7993906,216.95,1.569342
2006,revenue,fines_forfeitures,723524,7993906,216.95,1.569342
2006,revenue,investment_income,362197,7993906,216.95,1.569342
2006,revenue,licenses_permits,417894,7993906,216.95,1.569342
2006,revenue,other_financing,102938,7993906,216.95,1.569342
2006,revenue,other_grants,1149605,7993906,216.95,1.569342
2006,revenue,other_revenues,412862,7993906,216.95,1.569342
2006,revenue,other_taxes,2338987,7993906,216.95,1.569342
2006,revenue,personal_income_tax,7675813,7993906,216.95,1.569342
2006,revenue,property_tax,12636355,7993906,216.95,1.569342
2006,revenue,sales_tax,5986656,7993906,216.95,1.569342
2006,revenue,state_aid,9585566,7993906,216.95,1.569342
2006,revenue,tax_penalties,41757,7993906,216.95,1.569342
2006,revenue,tobacco_settlement,5410,7993906,216.95,1.569342
2006,revenue,unrestricted_aid,494154,7993906,216.95,1.569342
2006,borrowing,bond_premium,141000,7993906,216.95,1.569342
2006,borrowing,bonds_issued,3405000,7993906,216.95,1.569342
2006,borrowing,refunding_debt,3364784,7993906,216.95,1.569342
2007,operating,city_university,577201,8013775,223.714,1.521893
2007,operating,education,15748016,8013775,223.714,1.521893
2007,operating,environmental,1943299,8013775,223.714,1.521893
2007,operating,fringe_benefits,4846211,8013775,223.714,1.521893
2007,operating,general_government,1619918,8013775,223.714,1.521893
2007,operating,health,2272482,8013775,223.714,1.521893
2007,operating,housing,641216,8013775,223.714,1.521893
2007,operating,judgments,564037,8013775,223.714,1.521893
2007,operating,lease_payments,309612,8013775,223.714,1.521893
2007,operating,libraries,330061,8013775,223.714,1.521893
2007,operating,other_misc,177801,8013775,223.714,1.521893
2007,operating,parks,410671,8013775,223.714,1.521893
2007,operating,pensions,4726200,8013775,223.714,1.521893
2007,operating,public_safety,6841914,8013775,223.714,1.521893
2007,operating,social_services,11078051,8013775,223.714,1.521893
2007,operating,transportation,1020892,8013775,223.714,1.521893
2007,operating,debt_service,5660573,8013775,223.714,1.521893
2007,capital,education,2150118,8013775,223.714,1.521893
2007,capital,environmental,2079965,8013775,223.714,1.521893
2007,capital,general_government,945278,8013775,223.714,1.521893
2007,capital,health,246256,8013775,223.714,1.521893
2007,capital,housing,436007,8013775,223.714,1.521893
2007,capital,libraries,37857,8013775,223.714,1.521893
2007,capital,other_capital,0,8013775,223.714,1.521893
2007,capital,parks,494052,8013775,223.714,1.521893
2007,capital,public_safety,206533,8013775,223.714,1.521893
2007,capital,social_services,72644,8013775,223.714,1.521893
2007,capital,transportation,827678,8013775,223.714,1.521893
2007,capital,capital_aid_revenue,875011,8013775,223.714,1.521893
2007,revenue,business_taxes,7451281,8013775,223.714,1.521893
2007,revenue,charges_for_services,1920752,8013775,223.714,1.521893
2007,revenue,disallowances,-102900,8013775,223.714,1.521893
2007,revenue,federal_aid,5471205,8013775,223.714,1.521893
2007,revenue,fines_forfeitures,741371,8013775,223.714,1.521893
2007,revenue,investment_income,473060,8013775,223.714,1.521893
2007,revenue,licenses_permits,470027,8013775,223.714,1.521893
2007,revenue,other_financing,0,8013775,223.714,1.521893
2007,revenue,other_grants,1037389,8013775,223.714,1.521893
2007,revenue,other_revenues,638099,8013775,223.714,1.521893
2007,revenue,other_taxes,2851573,8013775,223.714,1.521893
2007,revenue,personal_income_tax,7963170,8013775,223.714,1.521893
2007,revenue,property_tax,13122812,8013775,223.714,1.521893
2007,revenue,sales_tax,6412020,8013775,223.714,1.521893
2007,revenue,state_aid,10247051,8013775,223.714,1.521893
2007,revenue,tax_penalties,41006,8013775,223.714,1.521893
2007,revenue,tobacco_settlement,0,8013775,223.714,1.521893
2007,revenue,unrestricted_aid,35054,8013775,223.714,1.521893
2007,borrowing,bond_premium,334192,8013775,223.714,1.521893
2007,borrowing,bonds_issued,6160710,8013775,223.714,1.521893
2007,borrowing,refunding_debt,1449230,8013775,223.714,1.521893
2008,operating,city_university,620730,8068195,231.2731,1.472151
2008,operating,education,16855125,8068195,231.2731,1.472151
2008,operating,environmental,2082731,8068195,231.2731,1.472151
2008,operating,fringe_benefits,3956861,8068195,231.2731,1.472151
2008,operating,general_government,1827649,8068195,231.2731,1.472151
2008,operating,health,1587844,8068195,231.2731,1.472151
2008,operating,housing,679584,8068195,231.2731,1.472151
2008,operating,judgments,625395,8068195,231.2731,1.472151
2008,operating,lease_payments,158482,8068195,231.2731,1.472151
2008,operating,libraries,266399,8068195,231.2731,1.472151
2008,operating,other_misc,312555,8068195,231.2731,1.472151
2008,operating,parks,450151,8068195,231.2731,1.472151
2008,operating,pensions,5616289,8068195,231.2731,1.472151
2008,operating,public_safety,7258568,8068195,231.2731,1.472151
2008,operating,social_services,12511340,8068195,231.2731,1.472151
2008,operating,transportation,1187099,8068195,231.2731,1.472151
2008,operating,debt_service,5973712,8068195,231.2731,1.472151
2008,capital,education,2395582,8068195,231.2731,1.472151
2008,capital,environmental,2500851,8068195,231.2731,1.472151
2008,capital,general_government,1650613,8068195,231.2731,1.472151
2008,capital,health,205625,8068195,231.2731,1.472151
2008,capital,housing,502617,8068195,231.2731,1.472151
2008,capital,libraries,25294,8068195,231.2731,1.472151
2008,capital,other_capital,0,8068195,231.2731,1.472151
2008,capital,parks,563886,8068195,231.2731,1.472151
2008,capital,public_safety,282627,8068195,231.2731,1.472151
2008,capital,social_services,64448,8068195,231.2731,1.472151
2008,capital,transportation,813901,8068195,231.2731,1.472151
2008,capital,capital_aid_revenue,1357927,8068195,231.2731,1.472151
2008,revenue,business_taxes,6784783,8068195,231.2731,1.472151
2008,revenue,charges_for_services,2125870,8068195,231.2731,1.472151
2008,revenue,disallowances,-114300,8068195,231.2731,1.472151
2008,revenue,federal_aid,5691678,8068195,231.2731,1.472151
2008,revenue,fines_forfeitures,829654,8068195,231.2731,1.472151
2008,revenue,investment_income,376798,8068195,231.2731,1.472151
2008,revenue,licenses_permits,502231,8068195,231.2731,1.472151
2008,revenue,other_financing,552006,8068195,231.2731,1.472151
2008,revenue,other_grants,1089509,8068195,231.2731,1.472151
2008,revenue,other_revenues,658300,8068195,231.2731,1.472151
2008,revenue,other_taxes,2580301,8068195,231.2731,1.472151
2008,revenue,personal_income_tax,9764209,8068195,231.2731,1.472151
2008,revenue,property_tax,13203930,8068195,231.2731,1.472151
2008,revenue,sales_tax,6228357,8068195,231.2731,1.472151
2008,revenue,state_aid,11421132,8068195,231.2731,1.472151
2008,revenue,tax_penalties,38949,8068195,231.2731,1.472151
2008,revenue,tobacco_settlement,0,8068195,231.2731,1.472151
2008,revenue,unrestricted_aid,242116,8068195,231.2731,1.472151
2008,borrowing,bond_premium,155919,8068195,231.2731,1.472151
2008,borrowing,bonds_issued,4125400,8068195,231.2731,1.472151
2008,borrowing,refunding_debt,3956945,8068195,231.2731,1.472151
2009,operating,city_university,658484,8131574,236.5572,1.439267
2009,operating,education,17774247,8131574,236.5572,1.439267
2009,operating,environmental,2199569,8131574,236.5572,1.439267
2009,operating,fringe_benefits,3524852,8131574,236.5572,1.439267
2009,operating,general_government,1917783,8131574,236.5572,1.439267
2009,operating,health,1843326,8131574,236.5572,1.439267
2009,operating,housing,796803,8131574,236.5572,1.439267
2009,operating,judgments,623192,8131574,236.5572,1.439267
2009,operating,lease_payments,174523,8131574,236.5572,1.439267
2009,operating,libraries,366307,8131574,236.5572,1.439267
2009,operating,other_misc,172347,8131574,236.5572,1.439267
2009,operating,parks,445188,8131574,236.5572,1.439267
2009,operating,pensions,6264914,8131574,236.5572,1.439267
2009,operating,public_safety,7683112,8131574,236.5572,1.439267
2009,operating,social_services,12151263,8131574,236.5572,1.439267
2009,operating,transportation,1269989,8131574,236.5572,1.439267
2009,operating,debt_service,2300562,8131574,236.5572,1.439267
2009,capital,education,2816837,8131574,236.5572,1.439267
2009,capital,environmental,2930162,8131574,236.5572,1.439267
2009,capital,general_government,1341800,8131574,236.5572,1.439267
2009,capital,health,232596,8131574,236.5572,1.439267
2009,capital,housing,412990,8131574,236.5572,1.439267
2009,capital,libraries,47467,8131574,236.5572,1.439267
2009,capital,other_capital,0,8131574,236.5572,1.439267
2009,capital,parks,831811,8131574,236.5572,1.439267
2009,capital,public_safety,336505,8131574,236.5572,1.439267
2009,capital,social_services,90958,8131574,236.5572,1.439267
2009,capital,transportation,1002396,8131574,236.5572,1.439267
2009,capital,capital_aid_revenue,851642,8131574,236.5572,1.439267
2009,revenue,business_taxes,6588642,8131574,236.5572,1.439267
2009,revenue,charges_for_services,2244924,8131574,236.5572,1.439267
2009,revenue,disallowances,0,8131574,236.5572,1.439267
2009,revenue,federal_aid,5940697,8131574,236.5572,1.439267
2009,revenue,fines_forfeitures,802237,8131574,236.5572,1.439267
2009,revenue,investment_income,123903,8131574,236.5572,1.439267
2009,revenue,licenses_permits,492639,8131574,236.5572,1.439267
2009,revenue,other_financing,322069,8131574,236.5572,1.439267
2009,revenue,other_grants,1103224,8131574,236.5572,1.439267
